RTA,Year,Somme,Nombre de donateurs
J0P,2026,1325.0,14
J0R,2019,2090.0,30
J0R,2020,5811.0,76
J0R,2021,2775.0,35
J0R,2022,9826.0,87
J0R,2023,4935.0,63
J0R,2024,5925.0,78
J0R,2025,6088.32,81
J0R,2026,4233.32,33
J0S,2019,715.0,10
J0S,2020,1605.0,25
J0S,2021,1135.0,15
J0S,2022,4720.0,39
J0S,2023,2025.0,26
J0S,2024,2715.0,38
J0S,2025,2365.0,32
J0S,2026,2055.0,18
J0T,2019,3350.0,47
J0T,2020,4343.0,58
J0T,2021,3923.0,53
J0T,2022,11090.0,103
J0T,2023,6420.0,83
J0T,2024,8278.0,108
J0T,2025,8235.0,110
J0T,2026,5250.0,45
J0V,2019,1295.0,18
J0V,2020,3435.0,39
J0V,2021,1405.0,19
J0V,2022,5921.0,52
J0V,2023,3479.31,44
J0V,2024,4019.96,56
J0V,2025,3879.96,52
J0V,2026,1993.32,16
J0W,2019,375.0,6
J0W,2020,820.0,9
J0W,2021,710.0,12
J0W,2022,1790.0,16
J0W,2023,1110.0,15
J0W,2024,1315.0,17
J0W,2025,1410.0,20
J0W,2026,804.31,7
J0X,2019,830.0,13
J0X,2020,1645.0,15
J0X,2021,955.0,13
J0X,2022,2905.0,22
J0X,2023,1830.0,23
J0X,2024,1995.0,25
J0X,2025,2155.0,25
J0X,2026,1450.0,10
J0Y,2019,1116.0,13
J0Y,2020,803.0,14
J0Y,2021,826.0,9
J0Y,2022,2701.0,29
J0Y,2023,1546.0,22
J0Y,2024,1961.0,26
J0Y,2025,1976.0,26
J0Y,2026,952.0,11
J0Z,2019,1335.0,18
J0Z,2020,1660.0,29
J0Z,2021,1495.0,24
J0Z,2022,4683.0,44
J0Z,2023,1945.0,33
J0Z,2024,2670.0,36
J0Z,2025,2745.0,38
J0Z,2026,2575.0,22
J1A,2019,525.0,7
J1A,2020,660.0,9
J1A,2021,525.0,7
J1A,2022,1530.0,15
J1A,2023,750.0,9
J1A,2024,900.0,10
J1A,2025,875.0,10
J1A,2026,350.0,4
J1C,2019,95.0,2
J1C,2020,20.0,1
J1C,2021,35.0,2
J1C,2022,395.0,6
J1C,2023,175.0,3
J1C,2024,170.0,3
J1C,2025,230.0,4
J1C,2026,50.0,2
J1E,2019,685.0,11
J1E,2020,1780.0,31
J1E,2021,850.0,14
J1E,2022,2830.0,25
J1E,2023,1593.3,24
J1E,2024,2556.92,37
J1E,2025,2441.6,32
J1E,2026,1408.32,12
J1G,2019,565.0,11
J1G,2020,565.0,10
J1G,2021,495.0,8
J1G,2022,3285.0,32
J1G,2023,1635.0,24
J1G,2024,2240.0,31
J1G,2025,2620.0,37
J1G,2026,1225.0,10
J1H,2019,1155.0,16
J1H,2020,2305.0,34
J1H,2021,1865.0,24
J1H,2022,5375.0,51
J1H,2023,2071.66,31
J1H,2024,2614.96,38
J1H,2025,2699.97,42
J1H,2026,750.0,5
J1J,2019,1505.0,22
J1J,2020,3810.0,43
J1J,2021,3260.0,40
J1J,2022,9865.0,73
J1J,2023,5165.0,60
J1J,2024,5825.0,66
J1J,2025,6310.0,76
J1J,2026,2280.0,20
J1K,2019,665.0,8
J1K,2020,675.0,13
J1K,2021,750.0,9
J1K,2022,3260.0,26
J1K,2023,1185.0,13
J1K,2024,1860.0,20
J1K,2025,1605.0,18
J1K,2026,1200.0,7
J1L,2019,825.0,13
J1L,2020,1430.0,19
J1L,2021,1365.0,19
J1L,2022,5357.0,45
J1L,2023,3025.0,42
J1L,2024,3675.0,45
J1L,2025,3545.0,44
J1L,2026,1145.0,9
J1M,2019,250.0,4
J1M,2020,430.0,5
J1M,2021,250.0,3
J1M,2022,595.0,6
J1M,2023,290.0,4
J1M,2024,370.0,5
J1M,2025,460.0,6
J1M,2026,400.0,2
J1N,2019,1245.0,16
J1N,2020,1712.0,28
J1N,2021,1325.0,19
J1N,2022,5275.0,41
J1N,2023,2315.0,31
J1N,2024,2835.0,38
J1N,2025,2985.0,40
J1N,2026,1650.0,15
J1R,2019,245.0,5
J1R,2020,330.0,7
J1R,2021,100.0,1
J1R,2022,945.0,10
J1R,2023,592.0,10
J1R,2024,860.0,12
J1R,2025,945.0,14
J1R,2026,450.0,3
J1S,2019,290.0,4
J1S,2020,450.0,8
J1S,2021,340.0,6
J1S,2022,735.0,7
J1S,2023,400.0,5
J1S,2024,475.0,6
J1S,2025,370.0,5
J1S,2026,100.0,1
J1T,2019,265.0,7
J1T,2020,690.0,10
J1T,2021,610.0,9
J1T,2022,2105.0,22
J1T,2023,1040.0,13
J1T,2024,1020.0,13
J1T,2025,1125.0,13
J1T,2026,625.0,5
J1X,2019,2595.0,32
J1X,2020,4450.0,44
J1X,2021,2445.0,30
J1X,2022,12655.0,108
J1X,2023,5640.0,76
J1X,2024,6280.0,77
J1X,2025,6145.0,74
J1X,2026,2955.0,22
J1Z,2019,125.0,2
J1Z,2020,950.0,11
J1Z,2021,450.0,5
J1Z,2022,1020.0,7
J1Z,2023,340.0,4
J1Z,2024,250.0,3
J1Z,2025,450.0,5
J1Z,2026,500.0,3
J2A,2020,360.0,8
J2A,2021,555.0,9
J2A,2022,940.0,11
J2A,2023,480.0,6
J2A,2024,305.0,5
J2A,2025,635.0,9
J2A,2026,350.0,3
J2B,2019,1035.0,17
J2B,2020,1655.0,31
J2B,2021,1865.0,28
J2B,2022,3510.0,36
J2B,2023,2055.0,30
J2B,2024,1970.0,29
J2B,2025,2480.0,33
J2B,2026,2005.0,17
J2C,2019,1235.0,19
J2C,2020,3025.0,42
J2C,2021,1750.0,26
J2C,2022,6500.0,54
J2C,2023,3110.0,40
J2C,2024,3385.0,43
J2C,2025,3700.0,47
J2C,2026,2145.0,21
J2E,2020,45.0,2
J2E,2021,125.0,2
J2E,2022,230.0,2
J2E,2024,120.0,2
J2E,2025,220.0,3
J2E,2026,400.0,2
J2G,2019,1015.0,18
J2G,2020,1135.0,22
J2G,2021,1015.0,17
J2G,2022,5255.0,52
J2G,2023,1900.0,24
J2G,2024,2975.0,38
J2G,2025,1615.0,21
J2G,2026,1375.0,12
J2H,2019,335.0,7
J2H,2020,735.0,13
J2H,2021,600.0,9
J2H,2022,2750.0,29
J2H,2023,1595.0,24
J2H,2024,1290.0,20
J2H,2025,2030.0,29
J2H,2026,1430.0,20
J2J,2019,735.0,14
J2J,2020,930.0,18
J2J,2021,760.0,9
J2J,2022,2090.0,17
J2J,2023,1440.0,16
J2J,2024,1055.0,14
J2J,2025,1000.0,10
J2J,2026,860.0,8
J2K,2019,1100.0,13
J2K,2020,1515.0,21
J2K,2021,1040.0,17
J2K,2022,3805.0,34
J2K,2023,1755.0,22
J2K,2024,2495.0,30
J2K,2025,2215.0,29
J2K,2026,975.0,11
J2L,2019,300.0,4
J2L,2020,1275.0,11
J2L,2021,400.0,4
J2L,2022,2490.0,19
J2L,2023,1560.0,20
J2L,2024,1250.0,16
J2L,2025,1520.0,18
J2L,2026,1020.0,10
J2M,2019,440.0,7
J2M,2020,700.0,8
J2M,2021,970.0,8
J2M,2022,1660.0,13
J2M,2023,850.0,12
J2M,2024,955.0,15
J2M,2025,1010.0,14
J2M,2026,260.0,4
J2N,2019,350.0,4
J2N,2020,440.0,7
J2N,2021,350.0,4
J2N,2022,1105.0,8
J2N,2023,530.0,6
J2N,2024,730.0,9
J2N,2025,815.0,10
J2N,2026,200.0,1
J2R,2019,545.0,12
J2R,2020,510.0,10
J2R,2021,630.0,11
J2R,2022,1505.0,20
J2R,2023,1305.0,19
J2R,2024,1930.0,27
J2R,2025,2405.0,36
J2R,2026,1020.0,8
J2S,2019,4730.0,73
J2S,2020,5235.26,82
J2S,2021,4480.0,71
J2S,2022,9270.0,97
J2S,2023,5735.0,88
J2S,2024,6785.0,101
J2S,2025,8690.0,123
J2S,2026,4795.0,50
J2T,2019,1105.0,17
J2T,2020,1315.0,22
J2T,2021,1315.0,21
J2T,2022,2350.0,29
J2T,2023,1457.0,23
J2T,2024,2165.0,36
J2T,2025,2085.0,38
J2T,2026,400.0,6
J2W,2019,1180.0,17
J2W,2020,2180.0,38
J2W,2021,1710.0,25
J2W,2022,3440.0,33
J2W,2023,2010.0,29
J2W,2024,2385.0,37
J2W,2025,2225.0,30
J2W,2026,975.0,8
J2X,2019,565.0,8
J2X,2020,1105.0,14
J2X,2021,1120.0,15
J2X,2022,2085.0,22
J2X,2023,1194.97,16
J2X,2024,1379.96,21
J2X,2025,1729.96,22
J2X,2026,788.32,10
J2Y,2019,100.0,1
J2Y,2020,600.0,9
J2Y,2021,300.0,3
J2Y,2022,945.0,10
J2Y,2023,445.0,8
J2Y,2024,525.0,6
J2Y,2025,300.0,3
J3A,2019,1120.0,15
J3A,2020,1255.0,18
J3A,2021,770.0,10
J3A,2022,1885.0,19
J3A,2023,1730.0,22
J3A,2024,1300.0,17
J3A,2025,995.0,13
J3A,2026,220.0,3
J3B,2019,1850.0,27
J3B,2020,3490.0,49
J3B,2021,2335.0,27
J3B,2022,6415.0,55
J3B,2023,3190.0,44
J3B,2024,3875.0,50
J3B,2025,3185.0,45
J3B,2026,1225.0,12
J3E,2019,2630.0,43
J3E,2020,3170.0,41
J3E,2021,2835.0,34
J3E,2022,7120.0,61
J3E,2023,3805.0,51
J3E,2024,3120.0,40
J3E,2025,3700.0,46
J3E,2026,2065.0,18
J3G,2019,2435.0,46
J3G,2020,3760.0,55
J3G,2021,2290.0,33
J3G,2022,10005.0,89
J3G,2023,5815.0,76
J3G,2024,7375.0,105
J3G,2025,7300.0,111
J3G,2026,4400.0,38
J3H,2019,1655.0,31
J3H,2020,2985.0,38
J3H,2021,2810.0,36
J3H,2022,9890.0,86
J3H,2023,4590.0,63
J3H,2024,6415.0,79
J3H,2025,7340.0,94
J3H,2026,3960.0,32
J3L,2019,2300.0,36
J3L,2020,2665.0,33
J3L,2021,6495.0,98
J3L,2022,11030.0,92
J3L,2023,5430.0,71
J3L,2024,8456.0,116
J3L,2025,7610.0,96
J3L,2026,4965.26,41
J3M,2019,250.0,3
J3M,2020,70.0,2
J3M,2021,240.0,5
J3M,2022,1250.0,10
J3M,2023,475.0,7
J3M,2024,725.0,8
J3M,2025,775.0,8
J3M,2026,300.0,2
J3N,2019,500.0,6
J3N,2020,1550.0,18
J3N,2021,1000.0,18
J3N,2022,3570.0,33
J3N,2023,1220.0,17
J3N,2024,1935.0,28
J3N,2025,1860.0,24
J3N,2026,1220.0,12
J3P,2019,1440.0,22
J3P,2020,2632.0,34
J3P,2021,1060.0,19
J3P,2022,4785.0,42
J3P,2023,2741.64,42
J3P,2024,2704.96,41
J3P,2025,2689.96,36
J3P,2026,1424.99,12
J3R,2019,1470.0,19
J3R,2020,855.0,20
J3R,2021,1115.0,14
J3R,2022,3115.0,32
J3R,2023,1895.0,29
J3R,2024,1780.0,24
J3R,2025,1810.0,28
J3R,2026,515.0,4
J3T,2019,1400.0,23
J3T,2020,1515.0,26
J3T,2021,900.0,14
J3T,2022,2555.0,24
J3T,2023,1660.0,24
J3T,2024,2345.0,30
J3T,2025,2695.0,37
J3T,2026,575.0,6
J3V,2019,1520.0,27
J3V,2020,2455.0,35
J3V,2021,1925.0,24
J3V,2022,11336.0,82
J3V,2023,4910.0,58
J3V,2024,5244.0,62
J3V,2025,5953.0,73
J3V,2026,3473.2,29
J3X,2019,1400.0,26
J3X,2020,2355.0,35
J3X,2021,1670.0,25
J3X,2022,4535.0,40
J3X,2023,3095.0,46
J3X,2024,2779.44,40
J3X,2025,2185.55,28
J3X,2026,1050.0,14
J3Y,2019,2730.0,51
J3Y,2020,4175.0,56
J3Y,2021,3720.0,55
J3Y,2022,9790.0,93
J3Y,2023,4950.0,69
J3Y,2024,5875.0,79
J3Y,2025,5680.0,76
J3Y,2026,2355.0,20
J3Z,2019,125.0,2
J3Z,2020,315.0,5
J3Z,2021,400.0,4
J3Z,2022,875.0,7
J3Z,2023,280.0,4
J3Z,2024,730.0,8
J3Z,2025,525.0,6
J3Z,2026,300.0,2
J4B,2019,3900.0,59
J4B,2020,6090.0,62
J4B,2021,3935.0,58
J4B,2022,15705.0,131
J4B,2023,6520.0,80
J4B,2024,7545.0,87
J4B,2025,7365.0,90
J4B,2026,3334.99,36
J4G,2019,600.0,6
J4G,2020,770.0,12
J4G,2021,875.0,9
J4G,2022,3360.0,23
J4G,2023,1825.0,21
J4G,2024,1945.0,22
J4G,2025,1350.0,16
J4G,2026,500.0,5
J4H,2019,3800.0,46
J4H,2020,6900.0,69
J4H,2021,5340.0,58
J4H,2022,14816.0,99
J4H,2023,6675.0,81
J4H,2024,6855.0,79
J4H,2025,5700.0,69
J4H,2026,4330.0,37
J4J,2019,1340.0,23
J4J,2020,2815.0,39
J4J,2021,2475.0,40
J4J,2022,6865.0,64
J4J,2023,3705.0,52
J4J,2024,4460.0,61
J4J,2025,4405.0,62
J4J,2026,1595.0,16
J4K,2019,965.0,14
J4K,2020,1715.0,23
J4K,2021,1610.0,22
J4K,2022,5370.0,43
J4K,2023,2635.0,35
J4K,2024,3470.0,44
J4K,2025,2820.0,36
J4K,2026,1100.0,9
J4L,2019,1895.0,30
J4L,2020,1960.0,28
J4L,2021,1715.0,34
J4L,2022,6090.0,57
J4L,2023,2445.0,35
J4L,2024,2975.0,41
J4L,2025,2925.0,41
J4L,2026,1645.0,12
J4M,2019,1170.0,17
J4M,2020,1915.0,22
J4M,2021,1475.0,18
J4M,2022,3690.0,32
J4M,2023,1560.0,17
J4M,2024,1775.0,23
J4M,2025,1550.0,20
J4M,2026,1030.0,10
J4N,2019,1655.0,23
J4N,2020,3260.0,38
J4N,2021,2545.0,38
J4N,2022,8055.0,55
J4N,2023,4090.0,51
J4N,2024,5255.0,63
J4N,2025,4885.0,61
J4N,2026,2400.0,21
J4P,2019,1575.0,20
J4P,2020,2135.0,23
J4P,2021,1440.0,19
J4P,2022,5650.0,43
J4P,2023,2980.0,39
J4P,2024,3325.0,41
J4P,2025,2585.0,30
J4P,2026,2230.0,18
J4R,2019,825.0,9
J4R,2020,1680.0,13
J4R,2021,740.0,9
J4R,2022,2565.0,19
J4R,2023,1400.0,18
J4R,2024,1910.0,23
J4R,2025,1450.0,17
J4R,2026,640.0,4
J4S,2019,250.0,4
J4S,2020,240.0,4
J4S,2021,470.0,6
J4S,2022,1985.0,18
J4S,2023,965.0,15
J4S,2024,1355.0,17
J4S,2025,980.0,12
J4S,2026,200.0,4
J4T,2019,150.0,2
J4T,2020,300.0,7
J4T,2021,435.0,7
J4T,2022,805.0,10
J4T,2023,995.0,12
J4T,2024,680.0,10
J4T,2025,575.0,8
J4T,2026,510.0,7
J4V,2019,375.0,5
J4V,2020,515.0,6
J4V,2021,600.0,6
J4V,2022,2210.0,16
J4V,2023,1200.0,16
J4V,2024,1065.0,13
J4V,2025,1025.0,12
J4V,2026,200.0,1
J4W,2019,590.0,8
J4W,2020,445.0,8
J4W,2021,370.0,6
J4W,2022,1040.0,10
J4W,2023,575.0,7
J4W,2024,700.0,8
J4W,2025,655.0,8
J4W,2026,250.0,2
J4X,2019,755.0,14
J4X,2020,975.0,13
J4X,2021,470.0,9
J4X,2022,3935.0,35
J4X,2023,1650.0,25
J4X,2024,1980.0,27
J4X,2025,1950.0,25
J4X,2026,450.0,5
J4Y,2019,1660.0,24
J4Y,2020,1635.0,19
J4Y,2021,1555.0,21
J4Y,2022,3840.0,34
J4Y,2023,1475.0,20
J4Y,2024,1505.0,17
J4Y,2025,1425.0,17
J4Y,2026,1090.0,8
J4Z,2019,610.0,11
J4Z,2020,625.0,10
J4Z,2021,1055.0,14
J4Z,2022,2565.0,20
J4Z,2023,1465.0,19
J4Z,2024,1825.0,21
J4Z,2025,1510.0,19
J4Z,2026,1250.0,9
J5A,2019,135.0,6
J5A,2020,950.0,18
J5A,2021,875.0,11
J5A,2022,3105.0,28
J5A,2023,840.0,12
J5A,2024,1200.0,14
J5A,2025,1625.0,18
J5A,2026,900.0,7
J5B,2019,150.0,2
J5B,2020,120.0,2
J5B,2021,410.0,5
J5B,2022,700.0,5
J5B,2023,265.0,4
J5B,2024,495.0,7
J5B,2025,380.0,5
J5B,2026,350.0,3
J5C,2019,35.0,1
J5C,2020,800.0,12
J5C,2021,570.0,7
J5C,2022,1355.0,15
J5C,2023,245.0,5
J5C,2024,925.0,13
J5C,2025,720.0,10
J5C,2026,950.0,6
J5J,2019,335.0,9
J5J,2020,580.0,14
J5J,2021,445.0,7
J5J,2022,1515.0,18
J5J,2023,635.0,9
J5J,2024,590.0,8
J5J,2025,530.0,9
J5J,2026,225.0,2
J5K,2020,280.0,6
J5K,2021,230.0,3
J5K,2022,765.0,6
J5K,2023,520.0,8
J5K,2024,1015.0,14
J5K,2025,820.0,12
J5K,2026,400.0,4
J5L,2019,535.0,12
J5L,2020,1980.0,29
J5L,2021,700.0,10
J5L,2022,3190.0,24
J5L,2023,1595.0,24
J5L,2024,1870.0,30
J5L,2025,2315.0,36
J5L,2026,1745.0,17
J5M,2019,390.0,6
J5M,2020,1635.0,19
J5M,2021,350.0,6
J5M,2022,2250.0,18
J5M,2023,1575.0,20
J5M,2024,1600.0,19
J5M,2025,1470.0,19
J5M,2026,1100.0,7
J5N,2021,1575.0,28
J5N,2022,2330.0,28
J5N,2023,1450.0,22
J5N,2024,1660.0,25
J5N,2025,1350.0,19
J5N,2026,450.0,5
J5R,2019,1945.0,37
J5R,2020,5365.0,55
J5R,2021,2150.0,31
J5R,2022,8410.0,75
J5R,2023,3640.0,50
J5R,2024,4860.0,64
J5R,2025,3987.0,49
J5R,2026,3500.0,28
J5T,2019,825.0,11
J5T,2020,1080.0,18
J5T,2021,1075.0,15
J5T,2022,2400.0,20
J5T,2023,1270.0,17
J5T,2024,1310.0,18
J5T,2025,1250.0,19
J5T,2026,625.0,6
J5V,2019,255.0,4
J5V,2020,135.0,2
J5V,2021,140.0,2
J5V,2022,695.0,6
J5V,2023,420.0,6
J5V,2024,290.0,4
J5V,2025,245.0,3
J5V,2026,270.0,3
J5W,2019,1145.0,16
J5W,2020,2770.0,38
J5W,2021,1755.0,23
J5W,2022,6150.0,50
J5W,2023,2785.0,34
J5W,2024,2980.0,42
J5W,2025,3160.0,41
J5W,2026,2305.0,19
J5X,2019,50.0,2
J5X,2020,210.0,6
J5X,2021,20.0,1
J5X,2022,185.0,4
J5X,2023,215.0,5
J5X,2024,225.0,3
J5X,2025,125.0,2
J5X,2026,100.0,1
J5Y,2019,1790.0,26
J5Y,2020,1665.0,24
J5Y,2021,1905.0,25
J5Y,2022,5305.0,51
J5Y,2023,2360.0,29
J5Y,2024,3150.0,39
J5Y,2025,3660.0,47
J5Y,2026,1725.0,14
J5Z,2019,450.0,9
J5Z,2020,2065.0,23
J5Z,2021,815.0,12
J5Z,2022,2375.0,29
J5Z,2023,1560.0,23
J5Z,2024,1315.0,21
J5Z,2025,1810.0,24
J5Z,2026,815.0,8
J6A,2019,3280.0,49
J6A,2020,4435.0,61
J6A,2021,3735.0,51
J6A,2022,11850.0,100
J6A,2023,6035.5,80
J6A,2024,6795.0,90
J6A,2025,7407.0,101
J6A,2026,2110.0,21
J6E,2019,10670.0,192
J6E,2020,12135.0,194
J6E,2021,10280.0,156
J6E,2022,19935.0,179
J6E,2023,12561.62,182
J6E,2024,15189.96,199
J6E,2025,14673.77,198
J6E,2026,8376.65,71
J6J,2019,1065.0,16
J6J,2020,900.0,14
J6J,2021,850.0,12
J6J,2022,3440.0,28
J6J,2023,1270.0,16
J6J,2024,1205.0,18
J6J,2025,1100.0,15
J6J,2026,625.0,6
J6K,2019,455.0,9
J6K,2020,985.0,13
J6K,2021,190.0,4
J6K,2022,1470.0,14
J6K,2023,465.0,6
J6K,2024,1240.0,17
J6K,2025,1300.0,15
J6K,2026,930.0,9
J6N,2019,865.0,13
J6N,2020,635.0,13
J6N,2021,615.0,10
J6N,2022,2315.0,26
J6N,2023,1255.0,17
J6N,2024,1349.97,20
J6N,2025,2321.64,30
J6N,2026,890.0,10
J6R,2019,50.0,3
J6R,2020,265.0,5
J6R,2021,275.0,3
J6R,2022,1095.0,9
J6R,2023,1420.0,16
J6R,2024,1265.0,14
J6R,2025,1150.0,12
J6R,2026,920.0,6
J6S,2019,1490.0,22
J6S,2020,1695.0,25
J6S,2021,2345.0,34
J6S,2022,3960.0,35
J6S,2023,2125.0,31
J6S,2024,2685.0,34
J6S,2025,2250.0,31
J6S,2026,1377.0,16
J6T,2019,1070.0,24
J6T,2020,1117.0,20
J6T,2021,895.0,13
J6T,2022,3055.0,32
J6T,2023,1685.0,20
J6T,2024,1860.0,26
J6T,2025,1875.0,25
J6T,2026,1155.0,8
J6V,2019,335.0,5
J6V,2020,800.0,10
J6V,2021,675.0,10
J6V,2022,2000.0,22
J6V,2023,775.0,9
J6V,2024,880.0,12
J6V,2025,935.0,14
J6V,2026,600.0,5
J6W,2019,1330.0,29
J6W,2020,2025.0,30
J6W,2021,1775.0,28
J6W,2022,5350.0,50
J6W,2023,3290.0,47
J6W,2024,3665.0,48
J6W,2025,4960.0,52
J6W,2026,890.0,11
J6X,2019,1045.0,17
J6X,2020,1090.0,20
J6X,2021,1665.0,28
J6X,2022,4350.0,40
J6X,2023,2220.0,31
J6X,2024,3695.0,41
J6X,2025,3370.0,36
J6X,2026,2530.0,23
J6Y,2019,675.0,10
J6Y,2020,720.0,8
J6Y,2021,310.0,4
J6Y,2022,1005.0,13
J6Y,2023,600.0,11
J6Y,2024,1070.0,13
J6Y,2025,1435.0,13
J6Y,2026,420.0,3
J6Z,2019,460.0,11
J6Z,2020,850.0,19
J6Z,2021,772.0,11
J6Z,2022,2206.0,22
J6Z,2023,715.0,10
J6Z,2024,1470.0,20
J6Z,2025,1750.0,25
J6Z,2026,425.0,4
J7A,2019,1095.0,15
J7A,2020,665.0,13
J7A,2021,580.0,8
J7A,2022,3455.0,32
J7A,2023,1602.4,19
J7A,2024,2260.0,26
J7A,2025,2520.0,31
J7A,2026,979.0,8
J7B,2019,300.0,4
J7B,2020,510.0,9
J7B,2021,300.0,3
J7B,2022,1300.0,11
J7B,2023,750.0,8
J7B,2024,500.0,5
J7B,2025,715.0,10
J7B,2026,620.0,4
J7C,2019,1000.0,18
J7C,2020,2368.0,32
J7C,2021,1268.0,17
J7C,2022,5108.0,56
J7C,2023,2816.0,41
J7C,2024,3668.0,49
J7C,2025,4196.0,53
J7C,2026,1769.0,18
J7E,2019,2030.0,32
J7E,2020,3365.0,51
J7E,2021,2295.0,33
J7E,2022,7195.0,66
J7E,2023,2955.0,42
J7E,2024,5150.0,72
J7E,2025,5305.0,71
J7E,2026,3280.0,23
J7G,2019,535.0,7
J7G,2020,800.0,11
J7G,2021,535.0,7
J7G,2022,3015.0,24
J7G,2023,624.97,7
J7G,2024,1709.96,20
J7G,2025,1985.0,25
J7G,2026,850.0,8
J7H,2019,310.0,5
J7H,2020,504.99,7
J7H,2021,219.0,3
J7H,2022,810.0,10
J7H,2023,340.0,6
J7H,2024,275.0,3
J7H,2025,440.0,7
J7H,2026,100.0,1
J7J,2019,330.0,6
J7J,2020,665.0,17
J7J,2021,620.0,10
J7J,2022,2440.0,26
J7J,2023,1285.0,20
J7J,2024,1770.0,23
J7J,2025,1920.0,27
J7J,2026,665.0,6
J7K,2019,1000.0,18
J7K,2020,2000.0,28
J7K,2021,2145.0,30
J7K,2022,8125.0,73
J7K,2023,3420.0,46
J7K,2024,3910.0,51
J7K,2025,3995.0,55
J7K,2026,2980.0,29
J7L,2019,315.0,4
J7L,2020,1030.0,8
J7L,2021,360.0,7
J7L,2022,1785.0,17
J7L,2023,925.0,13
J7L,2024,1015.0,15
J7L,2025,1090.0,15
J7L,2026,500.0,6
J7M,2019,535.0,12
J7M,2020,1070.0,21
J7M,2021,870.0,15
J7M,2022,1750.0,20
J7M,2023,1090.0,20
J7M,2024,1530.0,24
J7M,2025,1205.0,18
J7M,2026,330.0,3
J7N,2019,730.0,14
J7N,2020,447.0,12
J7N,2021,450.0,7
J7N,2022,2205.0,23
J7N,2023,1240.0,19
J7N,2024,1595.0,26
J7N,2025,1740.0,24
J7N,2026,580.0,7
J7P,2019,1530.0,22
J7P,2020,1775.0,24
J7P,2021,1470.0,24
J7P,2022,5040.0,43
J7P,2023,2910.0,36
J7P,2024,2595.0,31
J7P,2025,3745.0,46
J7P,2026,850.0,7
J7R,2019,2435.0,35
J7R,2020,1520.0,23
J7R,2021,1990.0,30
J7R,2022,4515.0,34
J7R,2023,2982.0,43
J7R,2024,3640.0,54
J7R,2025,3290.0,55
J7R,2026,1075.0,11
J7T,2019,175.0,4
J7T,2020,520.0,15
J7T,2021,695.0,13
J7T,2022,1385.0,14
J7T,2023,875.0,12
J7T,2024,1420.0,22
J7T,2025,1310.0,19
J7T,2026,700.0,6
J7V,2019,1305.0,18
J7V,2020,1905.0,32
J7V,2021,1965.0,30
J7V,2022,4030.0,37
J7V,2023,2188.0,32
J7V,2024,3422.0,46
J7V,2025,2795.0,36
J7V,2026,3835.0,35
J7W,2019,100.0,1
J7W,2020,160.0,5
J7W,2021,75.0,3
J7W,2022,1030.0,14
J7W,2023,720.0,10
J7W,2024,720.0,10
J7W,2025,640.0,9
J7W,2026,1160.0,12
J7X,2019,210.0,4
J7X,2020,390.0,7
J7X,2021,160.0,4
J7X,2022,970.0,11
J7X,2023,300.0,5
J7X,2024,430.0,6
J7X,2025,275.0,4
J7X,2026,450.0,3
J7Y,2019,1260.0,25
J7Y,2020,1820.0,36
J7Y,2021,1860.0,28
J7Y,2022,6180.0,63
J7Y,2023,3550.0,50
J7Y,2024,4230.0,62
J7Y,2025,3865.0,57
J7Y,2026,1815.0,18
J7Z,2019,925.0,18
J7Z,2020,2397.0,44
J7Z,2021,1200.0,20
J7Z,2022,4935.0,43
J7Z,2023,2915.0,44
J7Z,2024,3280.0,50
J7Z,2025,2570.0,35
J7Z,2026,1390.0,21
J8A,2019,520.0,8
J8A,2020,1645.0,18
J8A,2021,710.0,11
J8A,2022,1400.0,13
J8A,2023,800.0,8
J8A,2024,875.0,12
J8A,2025,545.0,8
J8A,2026,1100.0,7
J8B,2019,421.0,7
J8B,2020,1051.0,19
J8B,2021,946.0,15
J8B,2022,4381.0,32
J8B,2023,1876.0,22
J8B,2024,2707.0,34
J8B,2025,3096.0,36
J8B,2026,2012.0,16
J8C,2019,710.0,8
J8C,2020,735.0,9
J8C,2021,370.0,5
J8C,2022,1890.0,16
J8C,2023,1330.0,15
J8C,2024,1710.0,20
J8C,2025,1860.0,23
J8C,2026,1165.0,11
J8E,2019,390.0,10
J8E,2020,690.0,14
J8E,2021,250.0,3
J8E,2022,2560.0,30
J8E,2023,1525.0,18
J8E,2024,1315.0,18
J8E,2025,1505.0,20
J8E,2026,775.0,6
J8G,2019,100.0,1
J8G,2020,20.0,1
J8G,2022,625.0,4
J8G,2023,300.0,4
J8G,2024,590.0,8
J8G,2025,450.0,5
J8G,2026,400.0,3
J8H,2019,415.0,6
J8H,2020,450.0,6
J8H,2021,315.0,5
J8H,2022,915.0,7
J8H,2023,715.0,10
J8H,2024,1135.0,17
J8H,2025,1625.0,23
J8H,2026,1215.0,12
J8L,2019,155.0,4
J8L,2020,925.0,6
J8L,2021,100.0,1
J8L,2022,980.0,9
J8L,2023,180.0,3
J8L,2024,540.0,8
J8L,2025,375.0,5
J8L,2026,425.0,4
J8M,2019,200.0,2
J8M,2020,130.0,3
J8M,2021,125.0,2
J8M,2022,240.0,3
J8M,2023,295.0,4
J8M,2024,240.0,3
J8M,2025,250.0,4
J8M,2026,200.0,1
J8N,2019,80.0,4
J8N,2020,190.0,5
J8N,2021,190.0,5
J8N,2022,515.0,5
J8N,2023,340.0,5
J8N,2024,410.0,7
J8N,2025,420.0,6
J8N,2026,340.0,4
J8P,2019,840.0,14
